card_id	review_th	delta_t	rating	i	r_history	t_history	y	stability	p
299.0	2715.0	14.0	1.0	3.0	1,4	0,4	0.0	1.3194535970687866	0.32695825744429574
497.0	2716.0	1.0	4.0	5.0	1,1,1,1	0,4,1,1	1.0	1.3194535970687866	0.923253322662952
297.0	2717.0	3.0	1.0	7.0	4,1,1,4,1,4	0,5,1,1,3,1	0.0	1.3194535970687866	0.7869780834783312
357.0	2718.0	14.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.32695825744429574
379.0	2719.0	13.0	1.0	3.0	1,3	0,5	0.0	1.3194535970687866	0.354137103456336
466.0	2723.0	3.0	4.0	4.0	1,1,4	0,5,1	1.0	1.3194535970687866	0.7869780834783312
287.0	2724.0	14.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.32695825744429574
369.0	2725.0	3.0	1.0	8.0	1,1,4,1,1,1,4	0,5,1,6,1,1,1	0.0	1.3194535970687866	0.7869780834783312
494.0	2726.0	3.0	4.0	4.0	1,1,4	0,3,1	1.0	1.3194535970687866	0.7869780834783312
375.0	2727.0	14.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.32695825744429574
306.0	2728.0	1.0	1.0	4.0	1,1,1	0,14,1	0.0	1.3194535970687866	0.923253322662952
383.0	2729.0	1.0	4.0	5.0	1,1,1,1	0,3,11,1	1.0	1.3194535970687866	0.923253322662952
320.0	2730.0	3.0	4.0	8.0	1,1,4,1,4,1,4	0,4,1,4,1,4,1	1.0	1.3194535970687866	0.7869780834783312
577.0	2731.0	5.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.6708175196043404
507.0	2732.0	1.0	4.0	6.0	1,1,1,1,1	0,1,3,1,1	1.0	1.3194535970687866	0.923253322662952
467.0	2733.0	1.0	3.0	6.0	1,4,1,1,1	0,1,5,1,1	1.0	1.3194535970687866	0.923253322662952
418.0	2734.0	14.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.32695825744429574
424.0	2735.0	14.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.32695825744429574
335.0	2736.0	11.0	4.0	4.0	1,1,4	0,2,3	1.0	1.3194535970687866	0.41546043569496466
416.0	2737.0	1.0	1.0	6.0	1,1,1,1,1	0,3,3,11,1	0.0	1.3194535970687866	0.923253322662952
308.0	2738.0	1.0	1.0	7.0	1,1,1,4,1,1	0,3,1,2,4,1	0.0	1.3194535970687866	0.923253322662952
570.0	2739.0	4.0	1.0	3.0	1,1	0,1	0.0	1.3194535970687866	0.7265801304342913
351.0	2740.0	9.0	1.0	3.0	1,4	0,3	0.0	1.3194535970687866	0.4874026808917294
297.0	2758.0	1.0	3.0	8.0	4,1,1,4,1,4,1	0,5,1,1,3,1,3	1.0	1.3194535970687866	0.923253322662952
416.0	2759.0	1.0	3.0	7.0	1,1,1,1,1,1	0,3,3,11,1,1	1.0	1.3194535970687866	0.923253322662952
299.0	2760.0	1.0	1.0	4.0	1,4,1	0,4,14	0.0	1.3194535970687866	0.923253322662952
345.0	2761.0	13.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.354137103456336
500.0	2763.0	4.0	1.0	4.0	1,1,4	0,3,1	0.0	1.3194535970687866	0.7265801304342913
573.0	2765.0	1.0	4.0	7.0	1,1,1,1,4,1	0,5,1,1,1,3	1.0	1.3194535970687866	0.923253322662952
337.0	2767.0	15.0	4.0	3.0	4,4	0,5	1.0	1.3194535970687866	0.30186529755753494
567.0	2775.0	1.0	1.0	3.0	1,1	0,5	0.0	1.3194535970687866	0.923253322662952
405.0	2779.0	15.0	4.0	3.0	4,4	0,5	1.0	1.3194535970687866	0.30186529755753494
489.0	2781.0	5.0	1.0	4.0	1,1,4	0,3,1	0.0	1.3194535970687866	0.6708175196043404
350.0	2783.0	4.0	1.0	8.0	1,1,1,3,1,1,4	0,6,1,1,1,1,1	0.0	1.3194535970687866	0.7265801304342913
296.0	2791.0	5.0	4.0	8.0	1,1,1,3,1,1,4	0,3,2,1,2,1,1	1.0	1.3194535970687866	0.6708175196043404
488.0	2793.0	1.0	4.0	5.0	1,1,4,1	0,3,1,4	1.0	1.3194535970687866	0.923253322662952
580.0	2795.0	1.0	1.0	4.0	1,1,1	0,1,4	0.0	1.3194535970687866	0.923253322662952
568.0	2797.0	3.0	4.0	3.0	1,2	0,2	1.0	1.3194535970687866	0.7869780834783312
327.0	2801.0	4.0	1.0	7.0	1,1,1,4,1,4	0,1,4,1,4,1	0.0	1.3194535970687866	0.7265801304342913
473.0	2803.0	4.0	4.0	4.0	1,1,4	0,4,1	1.0	1.3194535970687866	0.7265801304342913
359.0	2809.0	10.0	4.0	3.0	4,4	0,3	1.0	1.3194535970687866	0.44999614460811965
570.0	2811.0	1.0	1.0	4.0	1,1,1	0,1,4	0.0	1.3194535970687866	0.923253322662952
306.0	2813.0	1.0	1.0	5.0	1,1,1,1	0,14,1,1	0.0	1.3194535970687866	0.923253322662952
333.0	2815.0	8.0	4.0	7.0	1,1,1,1,4,4	0,5,1,1,1,4	1.0	1.3194535970687866	0.5279186859419117
368.0	2817.0	15.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.30186529755753494
379.0	2819.0	1.0	4.0	4.0	1,3,1	0,5,13	1.0	1.3194535970687866	0.923253322662952
356.0	2821.0	15.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.30186529755753494
372.0	2823.0	15.0	1.0	3.0	4,4	0,4	0.0	1.3194535970687866	0.30186529755753494
472.0	2825.0	3.0	4.0	7.0	1,1,1,3,1,4	0,1,3,1,1,1	1.0	1.3194535970687866	0.7869780834783312
351.0	2827.0	1.0	4.0	4.0	1,4,1	0,3,9	1.0	1.3194535970687866	0.923253322662952
433.0	2831.0	4.0	4.0	7.0	1,1,3,1,3,4	0,5,1,1,1,1	1.0	1.3194535970687866	0.7265801304342913
429.0	2835.0	10.0	1.0	5.0	1,1,4,4	0,5,2,3	0.0	1.3194535970687866	0.44999614460811965
313.0	2841.0	4.0	1.0	9.0	1,3,1,1,3,1,1,4	0,3,8,1,1,1,1,1	0.0	1.3194535970687866	0.7265801304342913
469.0	2845.0	4.0	4.0	4.0	1,1,4	0,5,1	1.0	1.3194535970687866	0.7265801304342913
411.0	2851.0	5.0	4.0	6.0	4,4,1,1,4	0,2,8,1,1	1.0	1.3194535970687866	0.6708175196043404
493.0	2853.0	3.0	4.0	4.0	1,1,4	0,4,1	1.0	1.3194535970687866	0.7869780834783312
577.0	2855.0	1.0	4.0	3.0	1,1	0,5	1.0	1.3194535970687866	0.923253322662952
475.0	2861.0	4.0	4.0	5.0	4,1,3,4	0,3,1,1	1.0	1.3194535970687866	0.7265801304342913
382.0	2863.0	3.0	4.0	6.0	1,3,1,1,3	0,3,7,1,1	1.0	1.3194535970687866	0.7869780834783312
481.0	2865.0	4.0	1.0	5.0	1,1,1,4	0,3,1,1	0.0	1.3194535970687866	0.7265801304342913
278.0	2869.0	10.0	4.0	6.0	4,1,3,4,4	0,4,1,1,3	1.0	1.3194535970687866	0.44999614460811965
376.0	2871.0	4.0	4.0	6.0	1,1,4,1,4	0,3,2,5,1	1.0	1.3194535970687866	0.7265801304342913
571.0	2873.0	4.0	1.0	7.0	1,1,1,1,1,4	0,3,2,1,1,1	0.0	1.3194535970687866	0.7265801304342913
423.0	2875.0	14.0	4.0	3.0	4,4	0,5	1.0	1.3194535970687866	0.32695825744429574
462.0	2877.0	4.0	1.0	5.0	1,1,1,4	0,1,4,1	0.0	1.3194535970687866	0.7265801304342913
369.0	2879.0	1.0	4.0	9.0	1,1,4,1,1,1,4,1	0,5,1,6,1,1,1,3	1.0	1.3194535970687866	0.923253322662952
295.0	2881.0	4.0	4.0	7.0	1,1,4,1,3,4	0,5,1,3,1,1	1.0	1.3194535970687866	0.7265801304342913
367.0	2883.0	15.0	1.0	3.0	1,4	0,4	0.0	1.3194535970687866	0.30186529755753494
578.0	2885.0	5.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.6708175196043404
308.0	2889.0	1.0	1.0	8.0	1,1,1,4,1,1,1	0,3,1,2,4,1,1	0.0	1.3194535970687866	0.923253322662952
314.0	2895.0	1.0	4.0	8.0	1,1,1,1,1,4,1	0,5,1,2,1,1,4	1.0	1.3194535970687866	0.923253322662952
289.0	2897.0	3.0	4.0	9.0	4,1,1,3,1,4,1,4	0,5,1,1,3,2,3,1	1.0	1.3194535970687866	0.7869780834783312
462.0	2905.0	1.0	1.0	6.0	1,1,1,4,1	0,1,4,1,4	0.0	1.3194535970687866	0.923253322662952
367.0	2906.0	1.0	3.0	4.0	1,4,1	0,4,15	1.0	1.3194535970687866	0.923253322662952
578.0	2907.0	1.0	1.0	3.0	1,1	0,5	0.0	1.3194535970687866	0.923253322662952
308.0	2908.0	1.0	3.0	9.0	1,1,1,4,1,1,1,1	0,3,1,2,4,1,1,1	1.0	1.3194535970687866	0.923253322662952
671.0	2909.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
684.0	2910.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
393.0	2911.0	16.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.2786981389666348
327.0	2913.0	1.0	4.0	8.0	1,1,1,4,1,4,1	0,1,4,1,4,1,4	1.0	1.3194535970687866	0.923253322662952
313.0	2915.0	1.0	4.0	10.0	1,3,1,1,3,1,1,4,1	0,3,8,1,1,1,1,1,4	1.0	1.3194535970687866	0.923253322662952
490.0	2917.0	4.0	4.0	4.0	1,1,4	0,5,1	1.0	1.3194535970687866	0.7265801304342913
434.0	2921.0	11.0	4.0	3.0	1,4	0,3	1.0	1.3194535970687866	0.41546043569496466
459.0	2923.0	5.0	4.0	5.0	1,1,3,4	0,4,1,1	1.0	1.3194535970687866	0.6708175196043404
576.0	2927.0	3.0	1.0	7.0	1,1,4,1,3,4	0,3,1,4,1,1	0.0	1.3194535970687866	0.7869780834783312
316.0	2932.0	4.0	1.0	12.0	1,1,3,1,3,1,1,1,3,1,4	0,4,1,1,1,3,2,1,1,1,1	0.0	1.3194535970687866	0.7265801304342913
416.0	2934.0	1.0	3.0	8.0	1,1,1,1,1,1,3	0,3,3,11,1,1,1	1.0	1.3194535970687866	0.923253322662952
501.0	2936.0	3.0	4.0	4.0	1,1,4	0,5,1	1.0	1.3194535970687866	0.7869780834783312
388.0	2946.0	16.0	1.0	3.0	1,4	0,5	0.0	1.3194535970687866	0.2786981389666348
500.0	2950.0	1.0	4.0	5.0	1,1,4,1	0,3,1,4	1.0	1.3194535970687866	0.923253322662952
671.0	2963.0	1.0	1.0	3.0	1,1	0,1	0.0	1.3194535970687866	0.923253322662952
288.0	2964.0	11.0	4.0	7.0	1,4,1,1,4,4	0,1,4,1,1,4	1.0	1.3194535970687866	0.41546043569496466
401.0	2966.0	11.0	4.0	3.0	4,3	0,5	1.0	1.3194535970687866	0.41546043569496466
576.0	2970.0	1.0	1.0	8.0	1,1,4,1,3,4,1	0,3,1,4,1,1,3	0.0	1.3194535970687866	0.923253322662952
604.0	2971.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
773.0	2972.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
656.0	2973.0	1.0	4.0	2.0	1	0	1.0	1.3194535970687866	0.923253322662952
599.0	2974.0	1.0	4.0	2.0	1	0	1.0	1.3194535970687866	0.923253322662952
682.0	2975.0	1.0	4.0	2.0	1	0	1.0	1.3194535970687866	0.923253322662952
772.0	2976.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
658.0	2977.0	1.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.923253322662952
684.0	2978.0	1.0	4.0	3.0	1,1	0,1	1.0	1.3194535970687866	0.923253322662952
293.0	2986.0	17.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.2573089828209267
412.0	2990.0	5.0	1.0	7.0	1,1,4,1,4,2	0,1,1,5,1,3	0.0	1.3194535970687866	0.6708175196043404
308.0	2994.0	1.0	4.0	10.0	1,1,1,4,1,1,1,1,3	0,3,1,2,4,1,1,1,1	1.0	1.3194535970687866	0.923253322662952
306.0	3000.0	2.0	4.0	6.0	1,1,1,1,1	0,14,1,1,1	1.0	1.3194535970687866	0.8523966978081808
409.0	3004.0	5.0	4.0	5.0	1,1,4,2	0,6,1,3	1.0	1.3194535970687866	0.6708175196043404
571.0	3008.0	2.0	4.0	8.0	1,1,1,1,1,4,1	0,3,2,1,1,1,4	1.0	1.3194535970687866	0.8523966978081808
318.0	3010.0	4.0	4.0	5.0	1,4,1,4	0,4,12,1	1.0	1.3194535970687866	0.7265801304342913
332.0	3012.0	5.0	4.0	7.0	1,1,1,3,1,4	0,1,5,2,3,1	1.0	1.3194535970687866	0.6708175196043404
481.0	3016.0	2.0	4.0	6.0	1,1,1,4,1	0,3,1,1,4	1.0	1.3194535970687866	0.8523966978081808
311.0	3018.0	8.0	4.0	5.0	1,1,4,4	0,4,1,3	1.0	1.3194535970687866	0.5279186859419117
331.0	3020.0	4.0	4.0	10.0	1,1,1,1,1,1,4,1,4	0,2,5,1,1,1,1,3,1	1.0	1.3194535970687866	0.7265801304342913
350.0	3022.0	2.0	1.0	9.0	1,1,1,3,1,1,4,1	0,6,1,1,1,1,1,4	0.0	1.3194535970687866	0.8523966978081808
366.0	3024.0	5.0	4.0	8.0	1,1,4,1,3,4,2	0,5,2,5,1,1,3	1.0	1.3194535970687866	0.6708175196043404
499.0	3026.0	5.0	4.0	4.0	1,1,4	0,4,1	1.0	1.3194535970687866	0.6708175196043404
374.0	3028.0	16.0	4.0	3.0	3,4	0,5	1.0	1.3194535970687866	0.2786981389666348
492.0	3030.0	6.0	4.0	4.0	4,1,4	0,4,1	1.0	1.3194535970687866	0.6193345038752273
563.0	3032.0	5.0	4.0	3.0	1,2	0,3	1.0	1.3194535970687866	0.6708175196043404
299.0	3034.0	2.0	4.0	5.0	1,4,1,1	0,4,14,1	1.0	1.3194535970687866	0.8523966978081808
446.0	3038.0	5.0	1.0	5.0	1,1,4,2	0,5,1,3	0.0	1.3194535970687866	0.6708175196043404
489.0	3040.0	2.0	4.0	5.0	1,1,4,1	0,3,1,5	1.0	1.3194535970687866	0.8523966978081808
430.0	3044.0	5.0	1.0	6.0	1,1,1,4,2	0,4,2,1,3	0.0	1.3194535970687866	0.6708175196043404
282.0	3048.0	16.0	1.0	3.0	4,4	0,5	0.0	1.3194535970687866	0.2786981389666348
502.0	3050.0	4.0	4.0	4.0	1,1,4	0,5,1	1.0	1.3194535970687866	0.7265801304342913
467.0	3052.0	3.0	4.0	7.0	1,4,1,1,1,3	0,1,5,1,1,1	1.0	1.3194535970687866	0.7869780834783312
441.0	3054.0	5.0	4.0	5.0	4,1,4,2	0,5,1,3	1.0	1.3194535970687866	0.6708175196043404
570.0	3058.0	2.0	1.0	5.0	1,1,1,1	0,1,4,1	0.0	1.3194535970687866	0.8523966978081808
305.0	3062.0	8.0	1.0	5.0	1,1,4,4	0,4,1,3	0.0	1.3194535970687866	0.5279186859419117
279.0	3064.0	17.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.2573089828209267
476.0	3066.0	5.0	4.0	6.0	1,1,1,1,4	0,3,1,1,1	1.0	1.3194535970687866	0.6708175196043404
569.0	3068.0	5.0	1.0	3.0	1,2	0,3	0.0	1.3194535970687866	0.6708175196043404
371.0	3074.0	11.0	4.0	5.0	4,1,4,4	0,5,2,4	1.0	1.3194535970687866	0.41546043569496466
458.0	3076.0	5.0	4.0	5.0	1,1,4,2	0,3,1,3	1.0	1.3194535970687866	0.6708175196043404
524.0	3078.0	4.0	4.0	4.0	4,1,4	0,4,1	1.0	1.3194535970687866	0.7265801304342913
396.0	3080.0	16.0	4.0	3.0	4,4	0,5	1.0	1.3194535970687866	0.2786981389666348
429.0	3082.0	2.0	4.0	6.0	1,1,4,4,1	0,5,2,3,10	1.0	1.3194535970687866	0.8523966978081808
372.0	3084.0	2.0	1.0	4.0	4,4,1	0,4,15	0.0	1.3194535970687866	0.8523966978081808
297.0	3086.0	2.0	4.0	9.0	4,1,1,4,1,4,1,3	0,5,1,1,3,1,3,1	1.0	1.3194535970687866	0.8523966978081808
565.0	3092.0	5.0	1.0	3.0	1,2	0,3	0.0	1.3194535970687866	0.6708175196043404
330.0	3094.0	4.0	1.0	11.0	1,1,1,1,4,1,1,4,1,4	0,1,5,1,1,4,1,1,3,1	0.0	1.3194535970687866	0.7265801304342913
302.0	3096.0	4.0	1.0	9.0	1,1,1,4,1,1,1,4	0,2,3,2,5,1,1,1	0.0	1.3194535970687866	0.7265801304342913
580.0	3100.0	2.0	1.0	5.0	1,1,1,1	0,1,4,1	0.0	1.3194535970687866	0.8523966978081808
362.0	3106.0	3.0	1.0	6.0	1,4,1,1,4	0,4,12,1,1	0.0	1.3194535970687866	0.7869780834783312
400.0	3108.0	15.0	1.0	4.0	1,2,4	0,3,1	0.0	1.3194535970687866	0.30186529755753494
517.0	3110.0	4.0	4.0	4.0	1,1,4	0,4,1	1.0	1.3194535970687866	0.7265801304342913
470.0	3114.0	5.0	4.0	5.0	1,1,1,4	0,5,1,1	1.0	1.3194535970687866	0.6708175196043404
567.0	3120.0	2.0	1.0	4.0	1,1,1	0,5,1	0.0	1.3194535970687866	0.8523966978081808
348.0	3122.0	15.0	1.0	3.0	4,4	0,4	0.0	1.3194535970687866	0.30186529755753494
505.0	3123.0	4.0	1.0	4.0	1,1,4	0,5,1	0.0	1.3194535970687866	0.7265801304342913
460.0	3124.0	9.0	1.0	3.0	1,4	0,3	0.0	1.3194535970687866	0.4874026808917294
381.0	3126.0	12.0	3.0	4.0	3,1,4	0,1,4	1.0	1.3194535970687866	0.3835752276903739
496.0	3127.0	5.0	4.0	5.0	1,1,1,4	0,3,1,1	1.0	1.3194535970687866	0.6708175196043404
427.0	3156.0	15.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.30186529755753494
408.0	3159.0	5.0	1.0	8.0	1,1,1,1,1,4,2	0,5,1,1,1,1,3	0.0	1.3194535970687866	0.6708175196043404
377.0	3160.0	15.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.30186529755753494
572.0	3161.0	5.0	1.0	3.0	1,2	0,3	0.0	1.3194535970687866	0.6708175196043404
367.0	3162.0	1.0	1.0	5.0	1,4,1,3	0,4,15,1	0.0	1.3194535970687866	0.923253322662952
487.0	3163.0	5.0	4.0	5.0	1,1,1,4	0,4,1,1	1.0	1.3194535970687866	0.6708175196043404
504.0	3165.0	4.0	1.0	5.0	1,1,1,4	0,4,1,1	0.0	1.3194535970687866	0.7265801304342913
315.0	3166.0	12.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.3835752276903739
352.0	3167.0	16.0	4.0	3.0	4,4	0,5	1.0	1.3194535970687866	0.2786981389666348
319.0	3168.0	5.0	1.0	7.0	1,1,1,1,4,2	0,5,1,2,1,3	0.0	1.3194535970687866	0.6708175196043404
340.0	3177.0	4.0	1.0	5.0	1,1,1,4	0,3,14,1	0.0	1.3194535970687866	0.7265801304342913
323.0	3178.0	4.0	1.0	8.0	1,1,1,1,3,1,3	0,5,1,1,1,2,1	0.0	1.3194535970687866	0.7265801304342913
355.0	3179.0	17.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.2573089828209267
339.0	3180.0	12.0	4.0	3.0	4,4	0,4	1.0	1.3194535970687866	0.3835752276903739
316.0	3181.0	1.0	1.0	13.0	1,1,3,1,3,1,1,1,3,1,4,1	0,4,1,1,1,3,2,1,1,1,1,4	0.0	1.3194535970687866	0.923253322662952
388.0	3182.0	1.0	3.0	4.0	1,4,1	0,5,16	1.0	1.3194535970687866	0.923253322662952
282.0	3192.0	1.0	4.0	4.0	4,4,1	0,5,16	1.0	1.3194535970687866	0.923253322662952
285.0	3196.0	12.0	4.0	6.0	4,1,3,4,4	0,4,1,1,4	1.0	1.3194535970687866	0.3835752276903739
408.0	3198.0	1.0	4.0	9.0	1,1,1,1,1,4,2,1	0,5,1,1,1,1,3,5	1.0	1.3194535970687866	0.923253322662952
400.0	3200.0	1.0	4.0	5.0	1,2,4,1	0,3,1,15	1.0	1.3194535970687866	0.923253322662952
362.0	3202.0	1.0	4.0	7.0	1,4,1,1,4,1	0,4,12,1,1,3	1.0	1.3194535970687866	0.923253322662952
436.0	3204.0	12.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.3835752276903739
416.0	3206.0	2.0	4.0	9.0	1,1,1,1,1,1,3,3	0,3,3,11,1,1,1,1	1.0	1.3194535970687866	0.8523966978081808
298.0	3212.0	4.0	4.0	6.0	3,1,1,1,4	0,2,14,1,1	1.0	1.3194535970687866	0.7265801304342913
442.0	3214.0	11.0	4.0	3.0	1,4	0,4	1.0	1.3194535970687866	0.41546043569496466
421.0	3215.0	17.0	4.0	3.0	1,4	0,5	1.0	1.3194535970687866	0.2573089828209267
369.0	3218.0	3.0	1.0	10.0	1,1,4,1,1,1,4,1,4	0,5,1,6,1,1,1,3,1	0.0	1.3194535970687866	0.7869780834783312
302.0	3227.0	1.0	4.0	10.0	1,1,1,4,1,1,1,4,1	0,2,3,2,5,1,1,1,4	1.0	1.3194535970687866	0.923253322662952
460.0	3228.0	1.0	4.0	4.0	1,4,1	0,3,9	1.0	1.3194535970687866	0.923253322662952
446.0	3230.0	1.0	4.0	6.0	1,1,4,2,1	0,5,1,3,5	1.0	1.3194535970687866	0.923253322662952
378.0	3233.0	6.0	4.0	6.0	4,1,1,4,2	0,4,1,1,4	1.0	1.3194535970687866	0.6193345038752273
485.0	3234.0	9.0	4.0	3.0	1,4	0,3	1.0	1.3194535970687866	0.4874026808917294
480.0	3239.0	9.0	4.0	3.0	1,4	0,3	1.0	1.3194535970687866	0.4874026808917294
570.0	3240.0	1.0	1.0	6.0	1,1,1,1,1	0,1,4,1,2	0.0	1.3194535970687866	0.923253322662952
326.0	3242.0	12.0	3.0	5.0	1,1,4,4	0,5,1,4	1.0	1.3194535970687866	0.3835752276903739
497.0	3243.0	4.0	1.0	6.0	1,1,1,1,4	0,4,1,1,1	0.0	1.3194535970687866	0.7265801304342913
303.0	3263.0	11.0	1.0	7.0	1,1,1,1,4,4	0,4,1,1,1,4	0.0	1.3194535970687866	0.41546043569496466
504.0	3264.0	1.0	4.0	6.0	1,1,1,4,1	0,4,1,1,4	1.0	1.3194535970687866	0.923253322662952
484.0	3266.0	9.0	4.0	3.0	4,4	0,3	1.0	1.3194535970687866	0.4874026808917294
403.0	3267.0	8.0	1.0	6.0	1,1,1,4,4	0,5,1,1,3	0.0	1.3194535970687866	0.5279186859419117
567.0	3269.0	1.0	4.0	5.0	1,1,1,1	0,5,1,2	1.0	1.3194535970687866	0.923253322662952
511.0	3270.0	7.0	4.0	3.0	1,4	0,3	1.0	1.3194535970687866	0.5718026385426144
595.0	3272.0	3.0	1.0	2.0	1	0	0.0	1.3194535970687866	0.7869780834783312
340.0	3273.0	1.0	4.0	6.0	1,1,1,4,1	0,3,14,1,4	1.0	1.3194535970687866	0.923253322662952
