card_id	review_th	delta_t	rating	i	r_history	t_history	y	p
278.0	1611.0	11.0	2.0	5.0	4,2,2,2	0,5,7,17	1.0	0.9998999834060669
275.0	1612.0	11.0	2.0	5.0	4,2,2,2	0,5,7,17	1.0	0.9998999834060669
271.0	1619.0	12.0	2.0	6.0	4,2,2,2,2	0,3,9,14,12	1.0	0.9998999834060669
284.0	1620.0	21.0	3.0	5.0	4,2,2,2	0,5,7,17	1.0	0.9998999834060669
294.0	1621.0	12.0	2.0	5.0	4,2,2,2	0,9,17,9	1.0	0.9998999834060669
300.0	1622.0	12.0	2.0	6.0	4,2,2,2,2	0,9,5,12,9	1.0	0.9998999834060669
295.0	1623.0	21.0	2.0	4.0	4,2,2	0,9,17	1.0	0.9998999834060669
298.0	1624.0	21.0	2.0	4.0	4,2,2	0,9,17	1.0	0.9998999834060669
301.0	1625.0	21.0	2.0	4.0	4,2,2	0,9,17	1.0	0.9998999834060669
304.0	1626.0	12.0	2.0	5.0	4,2,2,2	0,9,17,9	1.0	0.9998999834060669
303.0	1627.0	12.0	4.0	5.0	4,2,2,2	0,9,17,9	1.0	0.9998999834060669
276.0	1628.0	21.0	2.0	5.0	4,2,2,2	0,5,7,17	1.0	0.9998999834060669
279.0	1629.0	21.0	2.0	5.0	4,2,2,2	0,5,7,17	1.0	0.9998999834060669
296.0	1630.0	12.0	2.0	6.0	4,2,2,2,2	0,9,5,12,9	1.0	0.9998999834060669
299.0	1631.0	12.0	2.0	6.0	4,2,2,2,2	0,9,5,12,9	1.0	0.9998999834060669
297.0	1632.0	12.0	2.0	6.0	4,2,2,2,2	0,9,5,12,9	1.0	0.9998999834060669
280.0	1633.0	12.0	2.0	7.0	4,2,2,2,2,2	0,3,9,5,12,9	1.0	0.9998999834060669
36.0	1634.0	50.0	2.0	6.0	1,1,1,2,1	0,4,2,21,8	1.0	0.6942356824874878
16.0	1635.0	50.0	2.0	6.0	1,2,1,2,3	0,4,2,21,8	1.0	0.9994866251945496
29.0	1636.0	52.0	2.0	6.0	3,2,1,3,2	0,4,23,2,4	1.0	0.721657931804657
17.0	1637.0	52.0	2.0	7.0	1,1,1,1,3,2	0,4,2,21,2,4	1.0	0.7215700745582581
39.0	1638.0	50.0	2.0	8.0	1,2,1,1,2,2,2	0,4,2,21,2,2,4	1.0	0.7187030911445618
37.0	1639.0	50.0	2.0	6.0	1,2,1,2,1	0,4,2,21,8	1.0	0.6943491101264954
20.0	1640.0	50.0	2.0	6.0	3,2,1,2,2	0,4,2,21,8	1.0	0.9995021820068359
31.0	1641.0	58.0	2.0	4.0	3,2,2	0,4,23	1.0	0.9949125051498413
18.0	1642.0	58.0	2.0	4.0	3,2,2	0,4,23	1.0	0.9949125051498413
21.0	1643.0	50.0	2.0	5.0	3,2,2,3	0,4,23,8	1.0	0.9998999834060669
27.0	1644.0	58.0	2.0	5.0	3,1,1,2	0,4,2,21	1.0	0.9519127607345581
40.0	1645.0	58.0	2.0	5.0	3,2,1,3	0,4,2,21	1.0	0.9531130790710449
32.0	1646.0	50.0	2.0	8.0	3,1,1,1,3,2,3	0,4,2,21,2,2,4	1.0	0.7228204011917114
24.0	1647.0	50.0	2.0	6.0	3,2,1,2,3	0,4,2,21,8	1.0	0.9995099306106567
19.0	1648.0	52.0	2.0	6.0	3,2,1,2,2	0,4,23,2,4	1.0	0.7201922535896301
33.0	1649.0	52.0	2.0	6.0	3,2,1,2,2	0,4,2,21,6	1.0	0.9970988035202026
23.0	1650.0	50.0	2.0	6.0	3,1,1,2,3	0,4,2,21,8	1.0	0.9994812607765198
38.0	1651.0	50.0	2.0	5.0	3,2,2,2	0,4,23,8	1.0	0.9998999834060669
30.0	1652.0	50.0	2.0	5.0	3,2,2,2	0,4,23,8	1.0	0.9998999834060669
28.0	1653.0	58.0	2.0	5.0	3,2,1,3	0,4,2,21	1.0	0.9531130790710449
2.0	1656.0	47.0	2.0	8.0	3,3,1,3,1,1,3	0,2,2,4,11,6,18	1.0	0.9342750310897827
4.0	1658.0	47.0	2.0	7.0	3,3,2,1,1,2	0,2,6,11,6,18	1.0	0.9332075119018555
195.0	1661.0	47.0	2.0	2.0	4	0	1.0	0.9543226957321167
48.0	1664.0	46.0	2.0	6.0	3,1,1,1,2	0,2,9,6,19	1.0	0.9400768280029297
25.0	1665.0	52.0	2.0	6.0	1,1,1,2,1	0,4,2,21,8	1.0	0.6942228674888611
41.0	1666.0	60.0	2.0	5.0	3,2,1,3	0,4,2,21	1.0	0.9531017541885376
22.0	1667.0	52.0	2.0	6.0	3,2,1,2,2	0,4,2,21,8	1.0	0.9995021224021912
196.0	1668.0	48.0	2.0	2.0	4	0	1.0	0.9543166756629944
3.0	1669.0	48.0	2.0	7.0	3,3,3,1,1,3	0,2,6,11,6,18	1.0	0.9343221187591553
207.0	1670.0	47.0	2.0	2.0	4	0	1.0	0.9543226957321167
204.0	1671.0	47.0	2.0	2.0	4	0	1.0	0.9543226957321167
282.0	1672.0	47.0	2.0	2.0	4	0	1.0	0.9543226957321167
50.0	1673.0	48.0	2.0	6.0	3,1,1,1,2	0,2,9,6,19	1.0	0.9400597214698792
9.0	1674.0	48.0	2.0	7.0	3,3,2,1,1,2	0,2,6,11,6,19	1.0	0.9401140809059143
199.0	1675.0	48.0	2.0	2.0	4	0	1.0	0.9543166756629944
10.0	1676.0	48.0	2.0	7.0	3,3,3,1,1,2	0,2,6,11,6,19	1.0	0.9401142597198486
7.0	1677.0	48.0	2.0	7.0	3,3,3,1,1,2	0,2,6,11,6,19	1.0	0.9401142597198486
305.0	1678.0	48.0	2.0	2.0	4	0	1.0	0.9543166756629944
201.0	1679.0	48.0	2.0	2.0	4	0	1.0	0.9543166756629944
5.0	1680.0	49.0	2.0	7.0	3,3,3,1,1,2	0,2,6,11,6,18	1.0	0.9331886172294617
208.0	1681.0	48.0	2.0	2.0	4	0	1.0	0.9543166756629944
155.0	1682.0	48.0	2.0	4.0	3,1,2	0,6,19	1.0	0.9408668875694275
6.0	1683.0	50.0	2.0	7.0	3,3,3,1,1,2	0,2,6,11,6,18	1.0	0.9331792593002319
11.0	1689.0	49.0	2.0	6.0	3,3,3,1,2	0,2,6,17,19	1.0	0.9404505491256714
44.0	1693.0	51.0	1.0	6.0	3,1,1,1,3	0,2,9,6,19	0.0	0.9410523772239685
49.0	1696.0	51.0	1.0	7.0	3,1,1,1,2,3	0,2,9,6,10,9	0.0	0.9461686015129089
8.0	1698.0	51.0	2.0	7.0	3,3,2,1,1,2	0,2,6,11,6,19	1.0	0.9400892853736877
194.0	1701.0	51.0	1.0	4.0	3,3,2	0,8,1	0.0	0.7346544861793518
15.0	1708.0	51.0	2.0	7.0	1,2,1,1,1,2	0,4,2,9,6,19	1.0	0.9399809837341309
1.0	1710.0	51.0	2.0	8.0	3,3,1,3,1,1,2	0,2,2,4,11,6,19	1.0	0.9400346875190735
47.0	1716.0	43.0	2.0	9.0	3,1,1,1,3,3,4,2	0,2,9,9,2,3,6,15	1.0	0.9593737125396729
46.0	1718.0	58.0	2.0	6.0	3,1,1,3,3	0,2,9,9,11	1.0	0.9582267999649048
293.0	1719.0	18.0	2.0	5.0	3,2,2,2	0,9,17,11	1.0	0.9998999834060669
277.0	1720.0	18.0	2.0	6.0	4,2,2,2,2	0,5,7,17,11	1.0	0.9998999834060669
275.0	1721.0	18.0	2.0	6.0	4,2,2,2,2	0,5,7,17,11	1.0	0.9998999834060669
278.0	1722.0	18.0	2.0	6.0	4,2,2,2,2	0,5,7,17,11	1.0	0.9998999834060669
302.0	1723.0	18.0	2.0	5.0	4,2,2,2	0,9,17,11	1.0	0.9998999834060669
296.0	1724.0	11.0	2.0	7.0	4,2,2,2,2,2	0,9,5,12,9,12	1.0	0.9998999834060669
304.0	1725.0	11.0	2.0	6.0	4,2,2,2,2	0,9,17,9,12	1.0	0.9998999834060669
138.0	1727.0	49.0	2.0	8.0	3,1,1,2,2,2,2	0,9,2,1,4,4,13	1.0	0.9125449061393738
117.0	1728.0	50.0	2.0	8.0	1,2,2,1,3,2,2	0,9,3,4,2,7,7	1.0	0.8559072017669678
119.0	1729.0	57.0	1.0	4.0	1,3,2	0,9,16	0.0	0.9866891503334045
125.0	1730.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
151.0	1731.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
101.0	1732.0	49.0	1.0	7.0	1,2,2,2,2,2	0,9,3,6,7,8	0.0	0.9690871238708496
123.0	1733.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
145.0	1734.0	57.0	2.0	4.0	3,3,2	0,9,16	1.0	0.9998999834060669
129.0	1735.0	57.0	2.0	4.0	3,3,2	0,9,16	1.0	0.9998999834060669
102.0	1736.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
121.0	1740.0	49.0	1.0	8.0	3,1,2,2,2,2,2	0,9,2,3,4,7,8	0.0	0.9016790390014648
134.0	1741.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
133.0	1745.0	62.0	1.0	4.0	3,3,3	0,9,11	0.0	0.999445378780365
147.0	1746.0	57.0	1.0	4.0	1,3,2	0,9,16	0.0	0.9866891503334045
137.0	1747.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
60.0	1748.0	62.0	1.0	5.0	3,1,3,3	0,9,9,11	0.0	0.9588196277618408
114.0	1749.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
149.0	1750.0	57.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
69.0	1751.0	62.0	2.0	5.0	3,1,3,3	0,9,9,11	1.0	0.9588196277618408
344.0	1783.0	1.0	3.0	2.0	3	0	1.0	0.8328840136528015
345.0	1784.0	1.0	3.0	2.0	3	0	1.0	0.8328840136528015
343.0	1785.0	1.0	3.0	2.0	3	0	1.0	0.8328840136528015
346.0	1786.0	1.0	3.0	2.0	3	0	1.0	0.8328840136528015
355.0	1791.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
350.0	1792.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
356.0	1793.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
361.0	1794.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
349.0	1795.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
359.0	1796.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
353.0	1797.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
346.0	1798.0	2.0	2.0	3.0	3,3	0,1	1.0	0.6825433969497681
352.0	1799.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
347.0	1800.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
360.0	1801.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
358.0	1802.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
351.0	1803.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
348.0	1804.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
344.0	1805.0	2.0	2.0	3.0	3,3	0,1	1.0	0.6825433969497681
354.0	1806.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
345.0	1807.0	2.0	2.0	3.0	3,3	0,1	1.0	0.6825433969497681
343.0	1808.0	2.0	2.0	3.0	3,3	0,1	1.0	0.6825433969497681
342.0	1809.0	4.0	3.0	2.0	3	0	1.0	0.8326886892318726
342.0	1810.0	2.0	2.0	3.0	3,3	0,4	1.0	0.8163490891456604
342.0	1814.0	3.0	2.0	4.0	3,3,2	0,4,2	1.0	0.7203779816627502
355.0	1815.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
350.0	1816.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
359.0	1817.0	7.0	1.0	3.0	3,2	0,2	0.0	0.7296295762062073
351.0	1818.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
357.0	1819.0	9.0	2.0	2.0	4	0	1.0	0.9546040296554565
348.0	1820.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
347.0	1821.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
358.0	1822.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
361.0	1823.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
345.0	1824.0	7.0	2.0	4.0	3,3,2	0,1,2	1.0	0.6735714673995972
360.0	1826.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
349.0	1827.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
344.0	1828.0	7.0	2.0	4.0	3,3,2	0,1,2	1.0	0.6735714673995972
353.0	1829.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
346.0	1830.0	7.0	2.0	4.0	3,3,2	0,1,2	1.0	0.6735714673995972
356.0	1831.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
343.0	1832.0	7.0	2.0	4.0	3,3,2	0,1,2	1.0	0.6735714673995972
352.0	1833.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
354.0	1834.0	7.0	2.0	3.0	3,2	0,2	1.0	0.7296295762062073
342.0	1835.0	3.0	2.0	5.0	3,3,2,2	0,4,2,3	1.0	0.7134905457496643
343.0	1837.0	4.0	2.0	5.0	3,3,2,2	0,1,2,7	1.0	0.7842351198196411
348.0	1838.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
350.0	1839.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
344.0	1840.0	4.0	2.0	5.0	3,3,2,2	0,1,2,7	1.0	0.7842351198196411
347.0	1841.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
355.0	1842.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
346.0	1843.0	4.0	2.0	5.0	3,3,2,2	0,1,2,7	1.0	0.7842351198196411
349.0	1844.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
354.0	1845.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
361.0	1846.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
359.0	1847.0	4.0	2.0	4.0	3,2,1	0,2,7	1.0	0.6964621543884277
352.0	1848.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
360.0	1849.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
351.0	1850.0	4.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8155670166015625
271.0	1851.0	32.0	1.0	7.0	4,2,2,2,2,2	0,3,9,14,12,12	0.0	0.9998999834060669
353.0	1853.0	5.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8154819011688232
356.0	1854.0	5.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8154819011688232
358.0	1855.0	5.0	2.0	4.0	3,2,2	0,2,7	1.0	0.8154819011688232
345.0	1856.0	5.0	2.0	5.0	3,3,2,2	0,1,2,7	1.0	0.7841179966926575
323.0	1859.0	47.0	2.0	2.0	4	0	1.0	0.9543226957321167
363.0	1865.0	1.0	2.0	2.0	3	0	1.0	0.8328840136528015
363.0	1866.0	3.0	2.0	3.0	3,2	0,1	1.0	0.6784141659736633
297.0	1871.0	167.0	1.0	7.0	4,2,2,2,2,2	0,9,5,12,9,12	0.0	0.9998999834060669
300.0	1872.0	167.0	1.0	7.0	4,2,2,2,2,2	0,9,5,12,9,12	0.0	0.9998999834060669
280.0	1873.0	167.0	1.0	8.0	4,2,2,2,2,2,2	0,3,9,5,12,9,12	0.0	0.9998999834060669
294.0	1874.0	167.0	1.0	6.0	4,2,2,2,2	0,9,17,9,12	0.0	0.9998999834060669
299.0	1875.0	167.0	1.0	7.0	4,2,2,2,2,2	0,9,5,12,9,12	0.0	0.9998999834060669
301.0	1876.0	167.0	1.0	5.0	4,2,2,2	0,9,17,21	0.0	0.9998999834060669
298.0	1877.0	167.0	1.0	5.0	4,2,2,2	0,9,17,21	0.0	0.9998999834060669
121.0	1878.0	167.0	3.0	9.0	3,1,2,2,2,2,2,1	0,9,2,3,4,7,8,49	1.0	0.6940205097198486
134.0	1879.0	167.0	3.0	5.0	3,3,2,1	0,9,16,57	1.0	0.6948164701461792
133.0	1880.0	167.0	3.0	5.0	3,3,3,1	0,9,11,62	1.0	0.694766640663147
60.0	1881.0	167.0	3.0	6.0	3,1,3,3,1	0,9,9,11,62	1.0	0.6943677067756653
114.0	1882.0	167.0	3.0	5.0	3,3,2,1	0,9,16,57	1.0	0.6948164701461792
137.0	1883.0	167.0	3.0	5.0	3,3,2,1	0,9,16,57	1.0	0.6948164701461792
61.0	1884.0	212.0	2.0	5.0	3,1,4,1	0,9,9,28	1.0	0.6934744715690613
94.0	1885.0	240.0	1.0	3.0	1,4	0,9	0.0	0.8331561088562012
98.0	1886.0	240.0	1.0	3.0	1,4	0,9	0.0	0.8331561088562012
111.0	1887.0	240.0	1.0	3.0	3,4	0,9	0.0	0.9337786436080933
106.0	1888.0	240.0	1.0	3.0	3,4	0,9	0.0	0.9337786436080933
105.0	1889.0	224.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
109.0	1890.0	224.0	1.0	6.0	3,2,4,2,3	0,9,2,7,7	0.0	0.9878607392311096
58.0	1891.0	212.0	1.0	6.0	3,1,4,1,2	0,9,9,26,2	0.0	0.6748234629631042
99.0	1892.0	240.0	1.0	3.0	3,4	0,9	0.0	0.9337786436080933
128.0	1893.0	240.0	1.0	3.0	3,4	0,9	0.0	0.9337786436080933
111.0	1894.0	1.0	3.0	4.0	3,4,1	0,9,240	1.0	0.6987965106964111
106.0	1895.0	1.0	3.0	4.0	3,4,1	0,9,240	1.0	0.6987965106964111
94.0	1896.0	1.0	3.0	4.0	1,4,1	0,9,240	1.0	0.6979804039001465
98.0	1897.0	1.0	3.0	4.0	1,4,1	0,9,240	1.0	0.6979804039001465
105.0	1898.0	1.0	3.0	5.0	3,3,2,1	0,9,16,224	1.0	0.699319064617157
128.0	1899.0	1.0	3.0	4.0	3,4,1	0,9,240	1.0	0.6987965106964111
58.0	1900.0	1.0	3.0	7.0	3,1,4,1,2,1	0,9,9,26,2,212	1.0	0.6968293190002441
109.0	1901.0	1.0	3.0	7.0	3,2,4,2,3,1	0,9,2,7,7,224	1.0	0.699190616607666
99.0	1902.0	1.0	3.0	4.0	3,4,1	0,9,240	1.0	0.6987965106964111
118.0	1903.0	243.0	3.0	3.0	3,4	0,9	1.0	0.9337764978408813
116.0	1904.0	227.0	1.0	4.0	1,3,2	0,9,16	0.0	0.9865542650222778
96.0	1905.0	215.0	1.0	5.0	1,4,1,2	0,9,26,2	0.0	0.6748234033584595
136.0	1906.0	243.0	1.0	3.0	3,4	0,9	0.0	0.9337764978408813
97.0	1907.0	215.0	1.0	5.0	1,4,1,2	0,9,26,2	0.0	0.6748234033584595
95.0	1908.0	227.0	1.0	4.0	1,3,2	0,9,16	0.0	0.9865542650222778
122.0	1909.0	219.0	1.0	7.0	3,2,2,2,2,2	0,9,3,6,7,8	0.0	0.9998999834060669
120.0	1910.0	219.0	1.0	7.0	1,2,2,2,2,2	0,9,2,5,9,8	0.0	0.9624863862991333
57.0	1911.0	227.0	1.0	5.0	3,1,3,2	0,9,9,16	0.0	0.9865899682044983
108.0	1912.0	227.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
112.0	1913.0	232.0	1.0	4.0	3,3,3	0,9,11	0.0	0.9994406700134277
135.0	1914.0	227.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
131.0	1915.0	227.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
103.0	1916.0	243.0	1.0	3.0	3,4	0,9	0.0	0.9337764978408813
107.0	1917.0	227.0	1.0	4.0	3,3,2	0,9,16	0.0	0.9998999834060669
113.0	1922.0	219.0	1.0	6.0	3,2,2,3,2	0,9,5,6,13	0.0	0.9998999834060669
340.0	1952.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
332.0	1953.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
334.0	1954.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
337.0	1955.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
330.0	1956.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
339.0	1957.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
333.0	1958.0	2.0	1.0	2.0	3	0	0.0	0.8328174352645874
341.0	1959.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
335.0	1960.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
338.0	1961.0	2.0	2.0	2.0	3	0	1.0	0.8328174352645874
330.0	1962.0	1.0	3.0	3.0	3,1	0,2	1.0	0.6986938118934631
337.0	1963.0	1.0	3.0	3.0	3,1	0,2	1.0	0.6986938118934631
